Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.5,Toyota,Crysta 2.8 ZX AT
Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.2,Hyundai,i10 AT Asta
Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.0,BMW,xDrive30d M Sport
Hyderabad,1998,104000,Petrol,Manual,Second,15.0,970.0,,5.0,0.85,Maruti,AC
Chennai,2010,95000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.8,Hyundai,Magna
Pune,2015,32000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.8,Hyundai,i10 AT Asta
Pune,2003,80000,Petrol,Manual,Second,17.0,,,,0.9,Hyundai,Xing XG
Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,5.65,Ford,1.5 TDCi Titanium
Ahmedabad,2011,78000,Diesel,Manual,Second,15.0,2148.0,,5.0,14.5,Mercedes-Benz,220 CDI
Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.9,Maruti,Dzire VDI
Pune,2015,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,5.0,Toyota,VXD
Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.9,Hyundai,1.2 Kappa Base
Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,Honda,2006-2010 1.8 S MT
Chennai,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.9,Toyota,2.5 GX (Diesel) 8 Seater
Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.45,Hyundai,GLE
Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,Maruti,800 LXI
Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,29.5,Mercedes-Benz,SL 500
Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.75,Ford,1.5 DV5 MT Titanium Optional
Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,Hyundai,1.2 VTVT E
Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,4.62,Skoda,1.6 MPI AT Ambition Plus
Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.5,Audi,2012-2015 35 TDI Quattro Premium Plus
Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25,Mahindra,W8 2WD
Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,11.88,Hyundai,VTVT 1.6 SX Option
Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,2.25,Hyundai,Xi (Petrol)
Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,0.85,Ford,1.6 CLXI
Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.0,Nissan,Active XV
Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.1,Honda,VX AT
Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.5,Toyota,2.5 GX (Diesel) 7 Seater
Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,2.9,Volkswagen,1.5 TDI Highline
Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.96,Mahindra,W10 AWD
Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.45,Hyundai,1.2 Kappa AT SX Option
Kochi,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,23.86,Ford,2.2 Trend MT 4X4
Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,1.75,Chevrolet,1.0 LT
Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,9.75,Maruti,SHVS VDI
Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.75,Honda,S i-Dtech
Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,Honda,i VTEC S
Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,22.0,Mini,Countryman D
Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.14,Toyota,Altis 2008-2013 1.8 VL AT
Kolkata,2005,45000,Petrol,Manual,First,17.0,1086.0,,5.0,0.95,Hyundai,Xing XL eRLX Euro III
Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.95,Skoda,Elegance 1.8 TSI AT
Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.5,Maruti,R LXI BS IV
Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.75,Hyundai,Era 1.1
Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.85,Tata,1.2 Revotron XT Option
Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.25,Maruti,Zeta 1.2
Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.95,Volkswagen,1.6 Highline
Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,Hyundai,i10 1.2 Kappa Sportz Option
Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.55,Ford,Diesel EXI
Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,4.5,Honda,2010-2013 1.8 V AT Sunroof
Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.01,Maruti,800 LXI
Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,42.0,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic
Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,Audi,2.7 TDI
Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.99,Mercedes-Benz,280 CDI
Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,3.71,Honda,1.5 V AT Exclusive
Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,2.0,Honda,2.4 4WD AT
Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.48,Maruti,1.3 Alpha
Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,Maruti,R LXI
Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.9,Hyundai,1.6 CRDi SX Option
Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,5.5,Maruti,VDi Plus SHVS
Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71,Hyundai,D Lite Plus
Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25,Maruti,VXI
Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9,Volkswagen,Diesel Highline
Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,1.1,Honda,1.5 GXI
Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.72,Volkswagen,Petrol Trendline 1.2L
Kochi,2017,24310,CNG,Manual,First,14.379199999999999,796.0,40.3,4.0,3.7,Maruti,800 2016-2019 CNG LXI
Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.85,Mercedes-Benz,Class 200 CDI
Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,12.25,Hyundai,Fe 4X2
Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,Maruti,VDI
Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28,Hyundai,i20 Sportz Plus
Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75,Mahindra,E8 BS IV
Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.85,Hyundai,i10 Asta Option
Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95,Volkswagen,Petrol Highline
Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85,Honda,2.4 A/T
Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0,Mercedes-Benz,S 350 d
Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9,Mercedes-Benz,Class B200 CDI
Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8,Hyundai,1.6 SX Option Diesel
Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,Maruti,LXI
Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25,Audi,35 TDI Premium
Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,Renault,85PS Diesel RxL
Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,Ford,1.4 ZXi TDCi ABS
Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0,Hyundai,1.6 SX Plus Diesel
Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2,Ford,Diesel ZXI
Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84,Volkswagen,Petrol Highline 1.6L
Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0,Volvo,D3 R Design
Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25,Hyundai,SX CRDi AT
Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0,BMW,Series 2007-2012 730Ld
Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,3.0,Mitsubishi,GLXD
Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0,Toyota,3.0 Diesel
Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5,Maruti,VDi Plus
Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4,Maruti,Brezza VDi Option
Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92,BMW,Series Luxury Line
Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25,Volkswagen,Petrol Highline AT
Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,Hyundai,1.2 Asta
Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0,BMW,3.0d
Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56,Hyundai,1.2 Kappa S
Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0,Mercedes-Benz,2009-2013 E250 CDI Blue Efficiency
Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0,Land Rover,Freelander 2 SE
Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,Hyundai,Magna
Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85,Hyundai,1.6 SX CRDi (O)
Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95,Volkswagen,2012-2014 2.0L TDI Highline
Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,Mahindra,W8 2WD
Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0.85,Maruti,8 Seater BSII
Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25,Skoda,Style 1.8 TSI AT
Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,Maruti,VDI
Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25,Mahindra,2.6 LX
Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0,Mercedes-Benz,Class 200 Sport Edition
Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66,Mahindra,CRDe
Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85,Renault,110PS Diesel RxZ
Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68,Audi,2008-2012 2.0 TDI
Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75,Land Rover,Freelander 2 SE
Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5,Volkswagen,Diesel Comfortline
Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99,BMW,Series 2003-2012 540i Sedan
Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57,Hyundai,CRDi SX
Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29,Tata,EX
Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25,Datsun,T
Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0,BMW,xDrive 30d
Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5,BMW,Series 630i Coupe
Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22,Maruti,Vxi 1.1
Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65,Volkswagen,Petrol Comfortline 1.2L
Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1,Datsun,Plus A
Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5,Hyundai,1.6 VTVT S
Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46,Maruti,K10 VXI
Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38,Hyundai,Fe 4X4
Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8,Volkswagen,GT TDI
Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,Honda,S i-Dtech
Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,,5.0,0.8,Maruti,Vxi
Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95,Maruti,VDI
Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,Skoda,1.6 TDI Ambition
Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,Mercedes-Benz,280 CDI
Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0,Mahindra,SLE BSIV
Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,Nissan,2011-2014 Diesel XL
Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1,Maruti,Dzire VXi
Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61,Hyundai,Sportz
Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29,Honda,S MT
Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13,Nissan,XV Primo
Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,Maruti,LXi BSII
Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95,BMW,Series 320d
Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,Volkswagen,1.2 MPI Highline
Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9,Maruti,LXI
Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8,Maruti,R VXI 1.2
Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75,Maruti,ZDi Plus
Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5,Audi,2.0 TDI
Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75,Honda,S MT
Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0,Mahindra,VLX 2WD AT BSIV
Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,Honda,i DTEC V
Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5,BMW,sDrive20d
Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75,Chevrolet,1.0 LT
Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9,Ford,Diesel EXI
Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5,Maruti,VXI BSIV
Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3,Mercedes-Benz,C-Class C 220 CDI Avantgarde
Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0,Skoda,Elegance 2.0 TDI AT
Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78,BMW,xDrive20d xLine
Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai,Era Plus
Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0,Audi,35 TDI Technology
Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38,Ford,2015-2019 1.2P Titanium MT
Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,Maruti,K10 2010-2014 VXI
Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3,Maruti,800 2016-2019 VXI
Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0,Mercedes-Benz,C-Class C 220 CDI Style
Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7,Hyundai,D Lite
Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83,Hyundai,1.1 CRDi S
Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77,Honda,S i-Dtech
Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1,Maruti,Vdi BSIII
Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95,Volkswagen,1.2 MPI Comfortline
Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25,Audi,2.0 TDI 177 Bhp Premium Plus
Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54,Land Rover,Range Rover 3.6 TDV8 Vogue SE
Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4,Mahindra,W8 2WD
Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95,Ford,2.5L 4X2
Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85,Tata,V2 DLX
Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95,Maruti,Alpha
Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45,Hyundai,1.1 CRDi Base
Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75,Honda,2006-2010 1.8 S MT
Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95,Hyundai,Sportz Option 1.2
Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62,Tata,1.2 Revotron XZ Plus
Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79,Hyundai,Sportz 1.2
Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5,Maruti,Dzire ZXI
Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01,Maruti,R LXI
Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4,Hyundai,Sportz 1.4 CRDi
Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49,Toyota,4x2 AT
Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66,Hyundai,Sportz
Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,Hyundai,i10 Asta
Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,Hyundai,Asta 1.2
Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,,5.0,2.4,Hyundai,Xing XL AT eRLX Euro II
Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19,Maruti,Brezza ZDi Plus
Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25,Honda,S i-Dtech
Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0,Mercedes-Benz,ML 250 CDI
Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7,Hyundai,Sportz Diesel
Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39,Hyundai,Era
Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69,Maruti,Dzire VDI
Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54,BMW,2009-2013 Roadster 2.5i
Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4,Maruti,Alpha Diesel
Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5,Chevrolet,Diesel
Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda,V MT
Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25,Ford,Diesel Titanium
Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti,VXI AT
Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5,Mercedes-Benz,C-Class C 220 CDI Elegance AT
Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,,5.0,2.4,Hyundai,Xing XL AT eRLX Euro III
Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,Honda,S MT
Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85,Maruti,Alpha CVT
Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14,Hyundai,Sportz
Mumbai,2011,44000,Electric,Automatic,First,,1798.0,73.0,5.0,12.75,Toyota,2009-2016 Z4
Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0,Hyundai,1.4 CRDi Sportz
Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0,Ford,3.2 Titanium AT 4X4
Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0,Honda,i-VTEC VX
Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53,Maruti,ZDI
Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35,Chevrolet,Magnum 1.6 LS Petrol
Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5,Volkswagen,Diesel Highline
Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9,Honda,V MT
Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26,Hyundai,1.6 CRDi SX Option
Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99,Hyundai,1.1 CRDi SX
Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95,Mercedes-Benz,220d 4MATIC Style
Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8,Ford,Diesel EXI
Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75,Volkswagen,2007-2011 2.0 TDI Trendline
Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75,Mahindra,300 2015-2019 T8
Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2,Ford,1.5 Ti VCT MT Titanium
Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42,Hyundai,1.6 SX VTVT (O)
Pune,2014,58000,CNG,Manual,First,11.438,998.0,58.16,5.0,3.0,Maruti,R LXI CNG
Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,Hyundai,Sportz 1.2
Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75,Audi,New 2.0 TDI Multitronic
Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5,Nissan,Active XV S
Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0,Mercedes-Benz,ML 250 CDI
Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0,Land Rover,Discovery Sport TD4 S
Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25,Hyundai,1.6 SX Option Executive
Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,Skoda,1.6 TDI Active
Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti,Dzire VDI
Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7,Hyundai,1.6 SX
Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21,Hyundai,i10 CRDi Sportz
Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3,Mahindra,300 T8
Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72,Hyundai,i10 CRDi Sportz
Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0,BMW,xDrive 30d
Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37,Maruti,AMT VDI
Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0,Toyota,4x4 MT
Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0,Audi,2011-2015 35 TDI Technology
Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4,Honda,1.5 V i DTEC
Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69,Audi,4.2 TDI Quattro Technology
Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0,Mahindra,2009-2014 VLX 2WD 7S BSIV
